login,[orderSI=0,orderAI=0],None,None,0:5.2,0;,[]
media_test,[audio,apples,orderSI=1,orderAI=1],1,None,0:9.8,1;,[]
consent,[prot_demo_consent,orderSI=2,orderAI=2],None,None,0:9.3,2;,[]
valsurvey,[presurvey,orderSI=3,orderAI=3],None,None,0:28.0,3;,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
text_page,[prot_instr1,bindSubmitKeyIDList=,[space],orderSI=4,orderAI=4],None,None,0:5.2,4;,[]
