subject_id,subject_language,18-29yrs,30-39yrs,40-49yrs,50-59yrs,60-69yrs,more_than_69yrs,handedness_L,handedness_R,french_native,french_non_native,lang_other_target_no,lang_other_target_yes,other_lang_na,other_lang_na2,other_lang_native,other_lang_bcpdexp,other_lang_assezdexp,other_lang_unpeudexp,other_lang_trespeudexp,other_lang_comp_na,other_lang_comp_na2,other_lang_comp_native,other_lang_presque_native,other_lang_avancee,other_lang_intermediare,other_lang_debutant,hear_vis_problems_yes,hear_vis_problems_no,troubles_de_lang_yes,troubles_de_lang_no,ling_course_yes,ling_course_no,phonet_course_yes,phonet_course_no,phonog_course_yes,phonog_course_no
X_DPTAKVCQRB,fr,0,1,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_XANOPYMUDI,fr,0,1,0,0,0,0,1,0,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
X_WNSMJKLZIB,fr,0,1,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_EMQXTCOVIU,fr,1,0,0,0,0,0,1,0,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_AFKNOWEDBR,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_PKFUNXOWAT,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_DVOHUJWGCF,fr,0,0,1,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_WUDALSMEOX,fr,0,1,0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_JLZNHKVMPY,fr,0,1,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_MORGPWHJXZ,fr,1,0,0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
X_QBYXVMASNI,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_XWKLRVNIFZ,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
X_DOQECKBAFY,fr,1,0,0,0,0,0,1,0,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_UYEXDJTHKB,fr,0,0,1,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_JZMYXRLAIV,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_DHVJPANYEF,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_UCEPVALKHR,fr,1,0,0,0,0,0,1,0,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
X_HDOSBQVEYU,fr,0,1,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_ARQPUJXNZG,fr,0,0,1,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_YBNMPIHUOK,fr,0,1,0,0,0,0,0,1,0.0,1,0,1,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_DHWJERYCPX,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_EDCVOQXTJH,fr,1,0,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_KMDQCFATJZ,fr,0,1,0,0,0,0,1,0,1.0,0,0,1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_XVOLYUGRPH,fr,0,1,0,0,0,0,0,1,1.0,0,0,1,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_EQISVDKGNW,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
X_GCKOFSIVNM,fr2,0,1,0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_TMYSXIEZVU,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
X_NQBUAYWXIP,fr2,0,0,1,0,0,0,0,1,,,0.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_OEQPNHIJFV,fr2,1,0,0,0,0,0,1,0,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_AGMZUVQKOS,fr2,0,0,1,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_GRJBCDHPSW,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_QPFCLVGRWN,fr2,0,0,0,1.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_QVISREZGDK,fr2,1,0,0,0,0,0,1,0,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_OQCDYZUPRA,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_JLDFQWNCMZ,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
X_NVMXZAKILY,fr2,0,0,1,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_KELORDTBZN,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_RLBNGPZWKF,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_YDLIAROTNG,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_BEJTGWCKVO,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_QFNVUYJXAL,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_QFZTOGWXPJ,fr2,0,0,0,1,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_PXLGBWZENT,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
X_HYBUVIRAWE,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_YXIUOCPNQG,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
X_AGUMNIESTR,fr2,1,0,0,0,0,0,1,0,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
X_MCWPRBKYSJ,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
X_JTGXDPAFIZ,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_CRPNYQDVWZ,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_BRZUCQWISN,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_OWZGTSAKJU,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_UPSJLYCMOG,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_UDFQBERGYN,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_OQDBPGSKFT,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
X_JNKAZUCGYW,fr2,0,0,1,0,0,0,1,0,,,1.0,0,1,,0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
X_NKWCLOGHTM,fr2,0,0,0,1,0,0,0,1,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_BSQPAVLRWG,fr2,0,1,0,0,0,0,1,0,,,0.0,1,0,,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
X_DYTAECVWRJ,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_PHQTKFLVSG,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_FIXNAVYUDM,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
X_LXHWVSOYAI,fr2,0,1,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_LFTRYAUGVB,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,1,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_VUMRJHQCPZ,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
X_WGDNORQFAX,fr2,1,0,0,0,0,0,0,1,,,0.0,1,0,,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
