0 1 ZOOF ZOOF 0.0
0 1 VAB VAB 0.0
0 1 SHIS SHIS 0.0
0 1 ZISH ZISH 0.0
0 1 SIG SIG 0.0
0 1 VIK VIK 0.0
0 1 SAF SAF 0.0
0 1 VOOZ VOOZ 0.0
0 1 VOOB VOOB 0.0
0 1 SHOOV SHOOV 0.0
0 1 SHAV SHAV 0.0
0 1 SHUB SHUB 0.0
0 1 ZOOD ZOOD 0.0
0 1 ZAD ZAD 0.0
0 1 ZUSH ZUSH 0.0
0 1 ZIF ZIF 0.0
0 1 ZOOV ZOOV 0.0
0 1 ZOOB ZOOB 0.0
0 1 SHAS SHAS 0.0
0 1 VASH VASH 0.0
0 1 ZUD ZUD 0.0
0 1 ZIB ZIB 0.0
0 1 VUG VUG 0.0
0 1 FUP FUP 0.0
0 1 ZUV ZUV 0.0
0 1 ZASH ZASH 0.0
0 1 VIG VIG 0.0
0 1 FIP FIP 0.0
0 1 ZIS ZIS 0.0
0 1 VOOK VOOK 0.0
0 1 ZUG ZUG 0.0
0 1 VOOP VOOP 0.0
0 1 ZAV ZAV 0.0
0 1 VAZ VAZ 0.0
0 1 VISH VISH 0.0
0 1 VOOG VOOG 0.0
0 1 ZAF ZAF 0.0
0 1 SUG SUG 0.0
0 1 ZUF ZUF 0.0
0 1 ZUS ZUS 0.0
0 1 SHUS SHUS 0.0
0 1 ZOOG ZOOG 0.0
0 1 VUK VUK 0.0
0 1 FOOP FOOP 0.0
0 1 VUP VUP 0.0
0 1 SHUV SHUV 0.0
0 1 VIB VIB 0.0
0 1 SOOG SOOG 0.0
0 1 ZAS ZAS 0.0
0 1 VAK VAK 0.0
0 1 SOOF SOOF 0.0
0 1 VOOF VOOF 0.0
0 1 SHOOB SHOOB 0.0
0 1 SHAB SHAB 0.0
0 1 ZIV ZIV 0.0
0 1 SHIB SHIB 0.0
0 1 VUB VUB 0.0
0 1 VUZ VUZ 0.0
0 1 VAF VAF 0.0
0 1 ZUB ZUB 0.0
0 1 ZID ZID 0.0
0 1 VUSH VUSH 0.0
0 1 VAP VAP 0.0
0 1 ZOOS ZOOS 0.0
0 1 ZAB ZAB 0.0
0 1 ZIG ZIG 0.0
