"","ABX_eng_kaldi","ABX_fr_kaldi","ABX_mfcc","ABX_kmean_2en","ABX_kmean_2fr","ABX_kmean_5en","ABX_kmean_5fr","ABX_kmean_10en","ABX_kmean_10fr","ABX_kmean_100en","ABX_kmean_100fr","ABX_kmean_500en","ABX_kmean_500fr","ABX_kmean_1000en","ABX_kmean_1000fr","ABX_kmean_42en","ABX_kmean_61fr","ABX_kmean_611en","ABX_kmean_1565fr","ABX_kmean_6000en","ABX_kmean_6000fr","ABX_human"
"1",0.732142857142857,0.553571428571429,0.696428571428571,0.517857142857143,0.491071428571429,0.517857142857143,0.580357142857143,0.473214285714286,0.544642857142857,0.482142857142857,0.482142857142857,0.526785714285714,0.5,0.508928571428571,0.508928571428571,0.5625,0.5,0.473214285714286,0.491071428571429,0.446428571428571,0.491071428571429,0.719186831216082
