"","ABX_eng_kaldi","ABX_fr_kaldi","ABX_mfcc","ABX_kmean_2en","ABX_kmean_2fr","ABX_kmean_5en","ABX_kmean_5fr","ABX_kmean_10en","ABX_kmean_10fr","ABX_kmean_100en","ABX_kmean_100fr","ABX_kmean_500en","ABX_kmean_500fr","ABX_kmean_1000en","ABX_kmean_1000fr","ABX_kmean_42en","ABX_kmean_61fr","ABX_kmean_611en","ABX_kmean_1565fr","ABX_kmean_6000en","ABX_kmean_6000fr","ABX_human"
"1",0.732142857142857,0.553571428571429,0.696428571428571,0.5625,0.535714285714286,0.446428571428571,0.517857142857143,0.535714285714286,0.491071428571429,0.482142857142857,0.5,0.419642857142857,0.392857142857143,0.535714285714286,0.589285714285714,0.517857142857143,0.508928571428571,0.5,0.553571428571429,0.517857142857143,0.428571428571429,0.719186831216082
