"","AIC_nonnative","AIC_native","AIC_diff","K_number"
"1",12696.0957447405,12696.3529698996,-0.257225159084555,"2"
"2",12695.2899625399,12694.5233545463,0.766607993677098,"5"
"3",12695.7662183382,12696.4037832842,-0.637564946055136,"10"
"4",12693.8347757259,12695.7305827728,-1.89580704688524,"100"
"5",12696.3161844768,12695.7400203812,0.576164095595232,"1000"
"6",12695.2630894411,12695.7327006578,-0.469611216705744,"6000"
"7",12696.2899619783,12694.42424203,1.86571994822771,"500"
"8",12694.1106696518,12693.040502477,1.07016717480292,"DPGMM"
"9",12696.3519646005,12696.1268854323,0.225079168185403,"phone_num"
