"","ABX_kmean_2en","ABX_kmean_2fr","ABX_kmean_5en","ABX_kmean_5fr","ABX_kmean_10en","ABX_kmean_10fr","ABX_kmean_100en","ABX_kmean_100fr","ABX_kmean_500en","ABX_kmean_500fr","ABX_kmean_1000en","ABX_kmean_1000fr","ABX_kmean_42en","ABX_kmean_61fr","ABX_kmean_611en","ABX_kmean_1565fr","ABX_kmean_6000en","ABX_kmean_6000fr","ABX_human"
"1",0.473214285714286,0.553571428571429,0.553571428571429,0.473214285714286,0.616071428571429,0.446428571428571,0.616071428571429,0.508928571428571,0.660714285714286,0.732142857142857,0.526785714285714,0.651785714285714,0.6875,0.598214285714286,0.571428571428571,0.625,0.5625,0.535714285714286,0.719186831216082
